entity_name,location,inspection_date,good_practices,non_compliances,action_taken,score_obtained,score_total,score_percent,finding_severity,notice_issued,source_handle,post_url,post_date,media_urls,raw_text
Dosa Darbar & Chaat Republic,"Galleria Next Imperia Mall, Punjagutta",12-07-2024,Raw food articles & semi-prepared food items stored in steel containers were covered and also labelled properly,FBO was found operating the business without valid license/ registration and upon enquiry displayed expired registration certificate | Live cockroach infestation observed inside kitchen premises | Flooring found broken inside kitchen and possible harbouring of pests at the point suspected | Some of the food handlers were found without hairnets and uniforms | Dustbins were found open without lids | Medical Fitness Certificates for food handlers not available. Pest control records for premises were available,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1812765432287215636,2024-07-15,https://pbs.twimg.com/media/GSg8dpAXUAAZZpJ?format=jpg&name=small | https://pbs.twimg.com/media/GSg8bEKXkAAk8Sw?format=jpg&name=900x900 | https://pbs.twimg.com/ext_tw_video_thumb/1812765285641781248/pu/img/yWCKOJm120FLqaGi.jpg,"𝗗𝗼𝘀𝗮 𝗗𝗮𝗿𝗯𝗮𝗿 & 𝗖𝗵𝗮𝗮𝘁 𝗥𝗲𝗽𝘂𝗯𝗹𝗶𝗰, 𝗚𝗮𝗹𝗹𝗲𝗿𝗶𝗮 𝗡𝗲𝘅𝘁 𝗜𝗺𝗽𝗲𝗿𝗶𝗮 𝗠𝗮𝗹𝗹, 𝗣𝘂𝗻𝗷𝗮𝗴𝘂𝘁𝘁𝗮
12.07.2024

* FBO was found operating the business without valid license/ registration and upon enquiry displayed expired registration certificate.

* Live cockroach infestation observed inside kitchen premises.

* Flooring found broken inside kitchen and possible harbouring of pests at the point suspected.

* Some of the food handlers were found without hairnets and uniforms.

* Raw food articles & semi-prepared food items stored in steel containers were covered and also labelled properly. 

* Dustbins were found open without lids.

* Medical Fitness Certificates for food handlers not available. Pest control records for premises were available.


@fssaiindia
 

@MoHFW_Telangana"
Instahot Foods Pvt Ltd (Supplier for Indigo airlines and Exporter),IDA Patancheru,12-02-2025,,"Improper storage measured followed like storing on ground, use of rusted racks and no FIFO method | Expired food articles including Kasturi Methi (1.25kg), Mustard seeds (0.5kg), Rai Mota (1kg) were found and discarded | Nutmeg (1.5kg) were found with labelling violations like no MRP, Batch No. and Date of packing and hence seized | Few food articles were found stored on ground below a leaking air conditioner, which may lead to contamination of food articles | Few vegetables like tomatoes were found to be spoiled and in rotten condition | Live cockroach infestation was observed in the cooking area and grinding unit | The flooring was found to be patchy and littered with food waste. Drains were found clogged | Dustbins are not maintained. Food waste was found dumped in plastic bags | Water analysis is being done non-NABL laboratory and hence not acceptable | Latest records of testing of packing material is not available",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1889964683311915406,2025-02-13,https://pbs.twimg.com/media/GjqARIVbYAAXoqs?format=jpg&name=small | https://pbs.twimg.com/media/GjqARRCa8AAios0?format=jpg&name=small | https://pbs.twimg.com/ext_tw_video_thumb/1889964021639749632/pu/img/Ag6TSBIm0Ni9IpRu.jpg | https://pbs.twimg.com/ext_tw_video_thumb/1889964022742884352/pu/img/97T2vL8TrqgAoz8o.jpg,"Task force team has conducted inspections in IDA Patancheru on 12.02.2025. 

𝗜𝗻𝘀𝘁𝗮𝗵𝗼𝘁 𝗙𝗼𝗼𝗱𝘀 𝗣𝘃𝘁 𝗟𝘁𝗱 (𝗦𝘂𝗽𝗽𝗹𝗶𝗲𝗿 𝗳𝗼𝗿 𝗜𝗻𝗱𝗶𝗴𝗼 𝗮𝗶𝗿𝗹𝗶𝗻𝗲𝘀 𝗮𝗻𝗱 𝗘𝘅𝗽𝗼𝗿𝘁𝗲𝗿),
𝗜𝗗𝗔 𝗣𝗮𝘁𝗮𝗻𝗰𝗵𝗲𝗿𝘂

* Improper storage measured followed like storing on ground, use of rusted racks and no FIFO method.

* Expired food articles including Kasturi Methi (1.25kg), Mustard seeds (0.5kg), Rai Mota (1kg) were found and discarded.

* Nutmeg (1.5kg) were found with labelling violations like no MRP, Batch No. and Date of packing and hence seized.

* Few food articles were found stored on ground below a leaking air conditioner, which may lead to contamination of food articles.

* Few vegetables like tomatoes were found to be spoiled and in rotten condition.

* Live cockroach infestation was observed in the cooking area and grinding unit.

* The flooring was found to be patchy and littered with food waste. Drains were found clogged.

* Dustbins are not maintained. Food waste was found dumped in plastic bags.

* Water analysis is being done non-NABL laboratory and hence not acceptable.

* Latest records of testing of packing material is not available.


@fssaiindia
 

@MoHFW_Telangana
 

@IndiGo6E"
Asati Rajkumar Roller Flour Mills Pvt Ltd,Patancheru IDA,12-02-2025,,"FSSAI license not displayed at a prominent place in the premises | Food and non-food articles like cement, tyres etc are stored together | Few food articles were found to be stored on ground instead of pallets | Walls and ceilings were found to be patchy and flaky with cobwebs | Infestation of rodents and birds like pigeons/sparrows was observed including presence of their feces | Poor personal hygiene was being followed by food handlers and they were found to be without aprons, haircaps, etc | The section of grain washing was found to be very unhygienic and emitting foul smell | Storage area for cleaned wheat before milling was found to be very unhygienic with cobwebs | Pest control records, water analysis reports, employee health records, FoSTaC certificates and records of testing of food and packaging material are not available",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1890014666342248922,2025-02-13,https://pbs.twimg.com/media/GjquOl0aoAAiB9y?format=jpg&name=small | https://pbs.twimg.com/media/GjquOlzb0AA-E4k?format=jpg&name=small | https://pbs.twimg.com/media/GjquOlya8AAnn7Z?format=jpg&name=small | https://pbs.twimg.com/ext_tw_video_thumb/1890014559341256705/pu/img/mo8QI6-WDqrE4Rly.jpg,"𝗔𝘀𝗮𝘁𝗶 𝗥𝗮𝗷𝗸𝘂𝗺𝗮𝗿 𝗥𝗼𝗹𝗹𝗲𝗿 𝗙𝗹𝗼𝘂𝗿 𝗠𝗶𝗹𝗹𝘀 𝗣𝘃𝘁 𝗟𝘁𝗱, 𝗣𝗮𝘁𝗮𝗻𝗰𝗵𝗲𝗿𝘂 𝗜𝗗𝗔
12.02.2025

* FSSAI license not displayed at a prominent place in the premises.

* Food and non-food articles like cement, tyres etc are stored together.

* Few food articles were found to be stored on ground instead of pallets.

* Walls and ceilings were found to be patchy and flaky with cobwebs

* Infestation of rodents and birds like pigeons/sparrows was observed including presence of their feces.

* Poor personal hygiene was being followed by food handlers and they were found to be without aprons, haircaps, etc.

* The section of grain washing was found to be very unhygienic and emitting foul smell.

* Storage area for cleaned wheat before milling was found to be very unhygienic with cobwebs.

* Pest control records, water analysis reports, employee health records, FoSTaC certificates and records of testing of food and packaging material are not available.


@fssaiindia
 

@MoHFW_Telangana"
Bezawada Bhojanam,Jubilee Hills,11-12-2024,,FSSAI License not displayed at prominent location | Water analysis reports and Medical Fitness records of food handlers are not available | No FoSTaC trained supervisor available in the premises | Rusty Iron knife found to be used in kitchen | Refrigerators were found to be unhygienic | Prepared food articles were found to be stored inside the fridge and were discarded | Food articles kept in the fridge were covered but not labelled | Toned Milk 1 Lit (Packed) found to be expired and discarded | Potatoes were found to be sprouted and spoilt and discarded | Veg and Non Veg food articles are being stored together in the refrigerator | FIFO not maintained and food articles found to be arranged in haphazard manner in the storage,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1866886758430019630,2024-12-11,https://pbs.twimg.com/media/GeiDnI7aEAMPahJ?format=jpg&name=900x900 | https://pbs.twimg.com/media/GeiDnK4aUAAX2-o?format=jpg&name=900x900 | https://pbs.twimg.com/media/GeiDnMubsAA1OWc?format=jpg&name=900x900 | https://pbs.twimg.com/media/GeiDnKzbsAAPHMd?format=jpg&name=900x900,"Task force team has conducted inspections in Madhapur area on 11.12.2024. 

𝗕𝗲𝘇𝗮𝘄𝗮𝗱𝗮 𝗕𝗵𝗼𝗷𝗮𝗻𝗮𝗺, 𝗝𝘂𝗯𝗶𝗹𝗲𝗲 𝗛𝗶𝗹𝗹𝘀

* FSSAI License not displayed at prominent location.

* Water analysis reports and Medical Fitness records of food handlers are not available.

* No FoSTaC trained supervisor available in the premises. 

* Rusty Iron knife found to be used in kitchen.

* Refrigerators were found to be unhygienic.

* Prepared food articles were found to be stored inside the fridge and were discarded.

* Food articles kept in the fridge were covered but not labelled.

* Toned Milk 1 Lit (Packed) found to be expired and discarded.

* Potatoes were found to be sprouted and spoilt and discarded.

* Veg and Non Veg food articles are being stored together in the refrigerator.

* FIFO not maintained and food articles found to be arranged in haphazard manner in the storage.


@fssaiindia
 

@MoHFW_Telangana"
Arambham (Millet Express Food Pvt Ltd),Madhapur,11-12-2024,,"FSSAI License not displayed prominently | Refrigerators not maintained properly and found with food waste | Kitchen found to be congested and cannot facilitate proper cleaning | Food articles worth Rs. 21,893/- were found in violation of labelling regulations and were seized | Besan (1 kg) found expired and hence seized | Food articles in the refrigerator were covered but not labelled | FIFO not properly maintained as food articles are found to be haphazardly arranged in the storage | No gap between the wall and the storage racks | Some of the food articles which kept in trays which were found to be stored on ground | Food and non-food articles found to be stored together",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1866886866340876701,2024-12-11,https://pbs.twimg.com/media/GeiDtZzbsAAK6Vh?format=jpg&name=small | https://pbs.twimg.com/media/GeiDtcfbEAAs9Dz?format=jpg&name=small | https://pbs.twimg.com/media/GeiDtdfaEAI0vW_?format=jpg&name=small,"𝗔𝗿𝗮𝗺𝗯𝗵𝗮𝗺 (𝗠𝗶𝗹𝗹𝗲𝘁 𝗘𝘅𝗽𝗿𝗲𝘀𝘀 𝗙𝗼𝗼𝗱 𝗣𝘃𝘁 𝗟𝘁𝗱), 𝗠𝗮𝗱𝗵𝗮𝗽𝘂𝗿
11.12.2024

* FSSAI License not displayed prominently.

* Refrigerators not maintained properly and found with food waste.

* Kitchen found to be congested and cannot facilitate proper cleaning.

* Food articles worth Rs. 21,893/- were found in violation of labelling regulations and were seized.

* Besan (1 kg) found expired and hence seized.

* Food articles in the refrigerator were covered but not labelled.

* FIFO not properly maintained as food articles are found to be haphazardly arranged in the storage.

* No gap between the wall and the storage racks.

* Some of the food articles which kept in trays which were found to be stored on ground.

* Food and non-food articles found to be stored together.


@fssaiindia
 

@MoHFW_Telangana"
Park Bakers,Peerzadiguda,11-09-2024,,"Medical fitness certificates for food handlers and water analysis reports not available with FBO | Windows and doors found open and not fitted with insect proof screens | Cobwebs observed on walls inside kitchen premises | Cake base and prepared food articles were not labelled properly | Live cockroach infestation observed in one of the kitchen room | Expired Dark soya sauce, fruit mix syrup and Irish cream gourmet syrup were found. Hence discarded on the spot | Few food handlers found without hair caps | Sample of Cake collected for further analysis",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1834253083830043050,2024-09-12,https://pbs.twimg.com/media/GXSTckjbAAAyeK9?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXSTckfbgAIONAc?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXSTclabMAAiS7x?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXSTckxbIAA05_z?format=jpg&name=900x900,"The Task Force team has conducted inspections in Peerzadiguda area on 11.09.2024. 

𝗣𝗮𝗿𝗸 𝗕𝗮𝗸𝗲𝗿𝘀, 𝗣𝗲𝗲𝗿𝘇𝗮𝗱𝗶𝗴𝘂𝗱𝗮

* Medical fitness certificates for food handlers and water analysis reports not available with FBO.

* Windows and doors found open and not fitted with insect proof screens.

* Cobwebs observed on walls inside kitchen premises.

* Cake base and prepared food articles were not labelled properly.

* Live cockroach infestation observed in one of the kitchen room.

* Expired Dark soya sauce, fruit mix syrup and Irish cream gourmet syrup were found. Hence discarded on the spot.

* Few food handlers found without hair caps.

* Sample of Cake collected for further analysis. 

Case will be filed based on the observations and further action will be taken accordingly. 


@fssaiindia
 

@MoHFW_Telangana"
Amaravati Hotel,Peerzadiguda,11-09-2024,,"Medical fitness certificates and Pest Control records not available | ⁠Kitchen premises not filled with insect proof screens | Food articles like Aloomasala stored without lid and label inside refrigerator | ⁠Synthetic food colours suspected of being used in prepared foods like sambar. Hence discarded | Food handlers found without hair caps, aprons and gloves",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1834253884904407083,2024-09-12,https://pbs.twimg.com/media/GXSULFRboAAZrko?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXSULFkaYAAVyuI?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXSUL3DbAAA8mM5?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXSUL3MbYAA3clA?format=jpg&name=900x900,"𝗔𝗺𝗮𝗿𝗮𝘃𝗮𝘁𝗶 𝗛𝗼𝘁𝗲𝗹, 𝗣𝗲𝗲𝗿𝘇𝗮𝗱𝗶𝗴𝘂𝗱𝗮
11.09.2024

* Medical fitness certificates and Pest Control records not available.

* ⁠Kitchen premises not filled with insect proof screens.

* Food articles like Aloomasala stored without lid and label inside refrigerator.

* ⁠Synthetic food colours suspected of being used in prepared foods like sambar. Hence discarded.

* Food handlers found without hair caps, aprons and gloves.


@fssaiindia
 

@MoHFW_Telangana"
The Tree Stories,Sagar X Road,10-10-2024,Food handlers found wearing haircaps and aprons,FBO found operating business with expired FSSAI license | Windows not fitted with insect proof screen and doors were not close fitted to avoid entry of pests | Medical Fitness Certificates for food handlers and Pest Control Records were not available | Food articles stored inside the refrigerator were not covered and not labelled properly | Expired products of Besan and Baked Beans were found inside and kitchen and hence discarded in the spot | Rat feces observed inside store room and possibility of rat infestation,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1844714308355412326,2024-10-11,https://pbs.twimg.com/media/GZm94QPaAAE_x1u?format=jpg&name=900x900 | https://pbs.twimg.com/media/GZm94QYbUAAMUZu?format=jpg&name=900x900 | https://pbs.twimg.com/media/GZm94QQaUAAuqLC?format=jpg&name=medium | https://pbs.twimg.com/media/GZm94QQaYAEYIUR?format=jpg&name=900x900,"𝗧𝗵𝗲 𝗧𝗿𝗲𝗲 𝗦𝘁𝗼𝗿𝗶𝗲𝘀, 𝗦𝗮𝗴𝗮𝗿 𝗫 𝗥𝗼𝗮𝗱
10.10.2024

* FBO found operating business with expired FSSAI license. 

* Windows not fitted with insect proof screen and doors were not close fitted to avoid entry of pests.

* Medical Fitness Certificates for food handlers and Pest Control Records were not available.

* Food articles stored inside the refrigerator were not covered and not labelled properly.

* Expired products of Besan and Baked Beans were found inside and kitchen and hence discarded in the spot.

* Rat feces observed inside store room and possibility of rat infestation.

* Food handlers found wearing haircaps and aprons.


@fssaiindia
 

@MoHFW_Telangana"
The Avenue Bar & Kitchen,Sagar X Road,10-10-2024,Medical Fitness Certificates for food handlers and Pest Control Records were available | Food handlers found wearing haircaps and aprons,Backside door of kitchen was not close fitted to avoid entry of pests | Water analysis report for RO water used as an ingredient was not available | Some of the food articles stored inside the refrigerator were covered but not labelled properly,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1844714428560011704,2024-10-11,https://pbs.twimg.com/media/GZm9_QFbsAAgks3?format=jpg&name=900x900 | https://pbs.twimg.com/media/GZm9_QGbcAAnaCw?format=jpg&name=900x900 | https://pbs.twimg.com/media/GZm9_QFaQAAPtgg?format=jpg&name=900x900 | https://pbs.twimg.com/media/GZm9_QxaIAAhpAp?format=jpg&name=900x900,"𝗧𝗵𝗲 𝗔𝘃𝗲𝗻𝘂𝗲 𝗕𝗮𝗿 & 𝗞𝗶𝘁𝗰𝗵𝗲𝗻, 𝗦𝗮𝗴𝗮𝗿 𝗫 𝗥𝗼𝗮𝗱
10.10.2024

* Backside door of kitchen was not close fitted to avoid entry of pests.

* Water analysis report for RO water used as an ingredient was not available.

* Some of the food articles stored inside the refrigerator were covered but not labelled properly.

* Medical Fitness Certificates for food handlers and Pest Control Records were available.

* Food handlers found wearing haircaps and aprons.


@fssaiindia
 

@mohfw_Telangana"
Yagnesh Virat Food Court,MG Bus Station,10-09-2024,,"Medical fitness certificates and pest control records were not found | Premises found open to external environment and no insect proof screens | Houseflies observed hovering inside kitchen premises | ⁠Raw materials and semi prepared food articles stored inside refrigerator and kitchen were covered but not labelled | Houseflies observed in the kitchen | Dust bins found open, overflowing without any lids",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1833854475557036096,2024-09-11,https://pbs.twimg.com/media/GXMo7PxakAADlA7?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXMo7TDacAA2i7A?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXMo7TJb0AAbkGY?format=jpg&name=large,"𝗬𝗮𝗴𝗻𝗲𝘀𝗵 𝗩𝗶𝗿𝗮𝘁 𝗙𝗼𝗼𝗱 𝗖𝗼𝘂𝗿𝘁, 𝗠𝗚 𝗕𝘂𝘀 𝗦𝘁𝗮𝘁𝗶𝗼𝗻
10.09.2024

* Medical fitness certificates and pest control records were not found.

* Premises found open to external environment and no insect proof screens.

* Houseflies observed hovering inside kitchen premises.

* ⁠Raw materials and semi prepared food articles stored inside refrigerator and kitchen were covered but not labelled.

* Houseflies observed in the kitchen.

* Dust bins found open, overflowing without any lids.


@fssaiindia
 

@MoHFW_Telangana"
Stall no-24,MG Bus Station,10-09-2024,Food handlers found wearing hair caps and uniform,FBO found operating business without FSSAI license | ⁠Dustbins found overflowing with filth and houseflies found hovering | FBO found using synthetic food colours in Chinese items. Hence discarded | Cobwebs observed near store area | Prepared rice and flour found stored without proper covering and labelling | Kitchen premises found in highly unhygienic condition | Medical fitness and pest control records not available with FBO,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1833854585087119402,2024-09-11,https://pbs.twimg.com/media/GXMpBnQbYAA-Ge7?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXMpBqIboAAoigJ?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXMpBpbacAAbZoG?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXMpBrdbMAAor4_?format=jpg&name=900x900,"𝗦𝘁𝗮𝗹𝗹 𝗻𝗼-𝟮𝟰, 𝗠𝗚 𝗕𝘂𝘀 𝗦𝘁𝗮𝘁𝗶𝗼𝗻
10.09.2024

* FBO found operating business without FSSAI license.

* Food handlers found wearing hair caps and uniform.

* ⁠Dustbins found overflowing with filth and houseflies found hovering.

* FBO found using synthetic food colours in Chinese items. Hence discarded.

* Cobwebs observed near store area.

* Prepared rice and flour found stored without proper covering and labelling.

* Kitchen premises found in highly unhygienic condition.

* Medical fitness and pest control records not available with FBO.


@fssaiindia
 

@MoHFW_Telangana"
Raghavendra Bakery and Fast Food,MG Bus Station,10-09-2024,,FSSAI license copy not provided by FBO at the time of inspection | Medical fitness certificates and Pest control records not available | Refrigerator found in unhygienic condition. Food articles like stored were not covered and not labelled | Tiles found broken and walls found to be greasy | Use of Synthetic food colours observed in Chinese items. Hence discarded | Live cockroach infestation observed inside kitchen premises | Windows not fitted with insect proof screens.raw food articles like rice and flour stored directly on floor | Food handlers found without hair caps and aprons,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1833854806353396107,2024-09-11,https://pbs.twimg.com/media/GXMpOgkaMAAUKf9?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXMpOila0AAxHrK?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXMpOitaYAA8NXU?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXMpOkyaIAANx30?format=jpg&name=900x900,"𝗥𝗮𝗴𝗵𝗮𝘃𝗲𝗻𝗱𝗿𝗮 𝗕𝗮𝗸𝗲𝗿𝘆 𝗮𝗻𝗱 𝗙𝗮𝘀𝘁 𝗙𝗼𝗼𝗱, 𝗠𝗚 𝗕𝘂𝘀 𝗦𝘁𝗮𝘁𝗶𝗼𝗻
10.09.2024

* FSSAI license copy not provided by FBO at the time of inspection.

* Medical fitness certificates and Pest control records not available.

* Refrigerator found in unhygienic condition. Food articles like stored were not covered and not labelled.

* Tiles found broken and walls found to be greasy.

* Use of Synthetic food colours observed in Chinese items. Hence discarded.

* Live cockroach infestation observed inside kitchen premises.

* Windows not fitted with insect proof screens.raw food articles like rice and flour stored directly on floor.

* Food handlers found without hair caps and aprons.


@fssaiindia
 

@MoHFW_Telangana"
Nandini Cafeteria,MG Bus Station,10-09-2024,,"Medical fitness and pest control records were not maintained | FSSAI license copy was not displayed at a prominent place | Windows were not fitted with insect-proof screens | Flooring was found patchy, and water stagnation was observed | The iron stand located above rice preparation was found corroded and rusted | Food articles stored inside the refrigerator were not covered and not labelled | Raw food materials like flour and pulses were found to be stored directly on the floor, with no gap maintained between items and walls | Washroom doors were found to be open | Food handlers were found without hair caps and aprons | Lime pickle (20kg) stored inside a large plastic container was suspected of being contaminated, hence discarded | Toor dal (50kg) and Coriander (packed 50kg) were found without proper labels, such as the date of packing and use-by dates. Hence, the stock was seized",,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1833854364227649790,2024-09-11,https://pbs.twimg.com/media/GXMo0zWaQAAG2Es?format=jpg&name=900x900 | https://pbs.twimg.com/media/GXMo0xXb0AA21Ns?format=jpg&name=small | https://pbs.twimg.com/media/GXMo0zhawAAn7FS?format=jpg&name=small | https://pbs.twimg.com/media/GXMo0zfaYAAZyTL?format=jpg&name=small,"Task force has conducted inspections in food outlets at MG Bus Station, Imlibun on 10.09.2024. 

𝗡𝗮𝗻𝗱𝗶𝗻𝗶 𝗖𝗮𝗳𝗲𝘁𝗲𝗿𝗶𝗮, 𝗠𝗚 𝗕𝘂𝘀 𝗦𝘁𝗮𝘁𝗶𝗼𝗻

* Medical fitness and pest control records were not maintained.

* FSSAI license copy was not displayed at a prominent place.

* Windows were not fitted with insect-proof screens.

* Flooring was found patchy, and water stagnation was observed.

* The iron stand located above rice preparation was found corroded and rusted.

* Food articles stored inside the refrigerator were not covered and not labelled.

* Raw food materials like flour and pulses were found to be stored directly on the floor, with no gap maintained between items and walls.

* Washroom doors were found to be open.

* Food handlers were found without hair caps and aprons.

* Lime pickle (20kg) stored inside a large plastic container was suspected of being contaminated, hence discarded.

* Toor dal (50kg) and Coriander (packed 50kg) were found without proper labels, such as the date of packing and use-by dates. Hence, the stock was seized.


@fssaiindia


@MoHFW_Telangana"
Sri Jyothi Food Industries,Nacharam (JL Continental Sauce),10-06-2024,,Medical Fitness Certificates of food handlers not available,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1800922909713768806,2024-06-12,https://pbs.twimg.com/media/GP4p1GNaMAAqPjT?format=jpg&name=small | https://pbs.twimg.com/media/GP4p1BtaQAAsWXf?format=jpg&name=small | https://pbs.twimg.com/media/GP4p1EZaQAEtR-o?format=jpg&name=900x900,"Task Force team has inspected Tomato Sauce manufacturing units in Nacharam and Jeedimetla areas on 10.06.2024. 

𝗦𝗿𝗶 𝗝𝘆𝗼𝘁𝗵𝗶 𝗙𝗼𝗼𝗱 𝗜𝗻𝗱𝘂𝘀𝘁𝗿𝗶𝗲𝘀, 𝗡𝗮𝗰𝗵𝗮𝗿𝗮𝗺
(𝗝𝗟 𝗖𝗼𝗻𝘁𝗶𝗻𝗲𝗻𝘁𝗮𝗹 𝗦𝗮𝘂𝗰𝗲)

* Medical Fitness Certificates of food handlers not available

𝗔𝗴𝗮𝗿𝘄𝗮𝗹 𝗙𝗼𝗼𝗱 𝗣𝗿𝗼𝗱𝘂𝗰𝘁𝘀, 𝗝𝗲𝗲𝗱𝗶𝗺𝗲𝘁𝗹𝗮
(𝗦𝗶𝗽𝗽.. 𝗧𝗼𝗺𝗮𝘁𝗼 𝗦𝗮𝘂𝗰𝗲)

* Medical Fitness Certificates of food handlers not available.

* Premises was not fitted with insect proof screens to avoid entry of pests.


@fssaiindia
 

@MoHFW_Telangana"
Agarwal Food Products,Jeedimetla (Sipp.. Tomato Sauce),10-06-2024,,Medical Fitness Certificates of food handlers not available | Premises was not fitted with insect proof screens to avoid entry of pests,,,,,Non-compliance,No,@c_tgsafe,https://x.com/c_tgsafe/status/1800922909713768806,2024-06-12,https://pbs.twimg.com/media/GP4p1GNaMAAqPjT?format=jpg&name=small | https://pbs.twimg.com/media/GP4p1BtaQAAsWXf?format=jpg&name=small | https://pbs.twimg.com/media/GP4p1EZaQAEtR-o?format=jpg&name=900x900,"Task Force team has inspected Tomato Sauce manufacturing units in Nacharam and Jeedimetla areas on 10.06.2024. 

𝗦𝗿𝗶 𝗝𝘆𝗼𝘁𝗵𝗶 𝗙𝗼𝗼𝗱 𝗜𝗻𝗱𝘂𝘀𝘁𝗿𝗶𝗲𝘀, 𝗡𝗮𝗰𝗵𝗮𝗿𝗮𝗺
(𝗝𝗟 𝗖𝗼𝗻𝘁𝗶𝗻𝗲𝗻𝘁𝗮𝗹 𝗦𝗮𝘂𝗰𝗲)

* Medical Fitness Certificates of food handlers not available

𝗔𝗴𝗮𝗿𝘄𝗮𝗹 𝗙𝗼𝗼𝗱 𝗣𝗿𝗼𝗱𝘂𝗰𝘁𝘀, 𝗝𝗲𝗲𝗱𝗶𝗺𝗲𝘁𝗹𝗮
(𝗦𝗶𝗽𝗽.. 𝗧𝗼𝗺𝗮𝘁𝗼 𝗦𝗮𝘂𝗰𝗲)

* Medical Fitness Certificates of food handlers not available.

* Premises was not fitted with insect proof screens to avoid entry of pests.


@fssaiindia
 

@MoHFW_Telangana"
